Financial Year,Bag Number,Status Description,Blood Group,RH,Blood Classification,Stock Creation Date,Stock Issue Date,Expiry Date
2017-2018,9753,Issued,O,POSITIVE,WHOLE BLOOD,15-11-2017,25-11-2017,19-12-2017
2017-2018,9754PR,Issued,AB,POSITIVE,PACKED RED CELLS,15-11-2017,22-11-2017,26-12-2017
2017-2018,9754PR,Issued,AB,POSITIVE,PACKED RED CELLS,15-11-2017,22-11-2017,26-12-2017
2017-2018,9757PR,Issued,O,POSITIVE,PACKED RED CELLS,15-11-2017,22-11-2017,26-12-2017
2017-2018,9758PR,Issued,A,POSITIVE,PACKED RED CELLS,15-11-2017,22-11-2017,26-12-2017
2017-2018,9759PR,Issued,B,POSITIVE,PACKED RED CELLS,15-11-2017,22-11-2017,26-12-2017
2017-2018,9762PR,Issued,O,POSITIVE,PACKED RED CELLS,15-11-2017,22-11-2017,26-12-2017
2017-2018,9763PR,Issued,O,POSITIVE,PACKED RED CELLS,15-11-2017,22-11-2017,26-12-2017
2017-2018,9764PR,Issued,O,POSITIVE,PACKED RED CELLS,15-11-2017,22-11-2017,26-12-2017
2017-2018,9765PR,Issued,B,POSITIVE,PACKED RED CELLS,15-11-2017,22-11-2017,26-12-2017
2017-2018,9767PR,Issued,B,POSITIVE,PACKED RED CELLS,15-11-2017,22-11-2017,26-12-2017
2017-2018,9769PR,Issued,B,POSITIVE,PACKED RED CELLS,15-11-2017,22-11-2017,26-12-2017
2017-2018,9773PR,Issued,B,POSITIVE,PACKED RED CELLS,15-11-2017,22-11-2017,26-12-2017
2017-2018,9774PR,Issued,O,POSITIVE,PACKED RED CELLS,15-11-2017,22-11-2017,26-12-2017
2017-2018,9776PR,Issued,B,POSITIVE,PACKED RED CELLS,15-11-2017,22-11-2017,26-12-2017
2017-2018,9777PR,Issued,B,POSITIVE,PACKED RED CELLS,15-11-2017,22-11-2017,26-12-2017
2017-2018,9782PR,Issued,A,POSITIVE,PACKED RED CELLS,15-11-2017,22-11-2017,26-12-2017
2017-2018,9784PR,Issued,B,POSITIVE,PACKED RED CELLS,15-11-2017,22-11-2017,26-12-2017
2017-2018,9785PR,Issued,A,POSITIVE,PACKED RED CELLS,15-11-2017,22-11-2017,26-12-2017
2017-2018,9786PR,Issued,AB,POSITIVE,PACKED RED CELLS,15-11-2017,22-11-2017,26-12-2017
2017-2018,9789PR,Issued,A,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9793PR,Issued,AB,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9799PR,Issued,O,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9800PR,Issued,O,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9801PR,Issued,B,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9802PR,Issued,AB,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9803PR,Issued,O,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,01-01-2018
2017-2018,9806PR,Issued,O,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9806PT,Issued,O,POSITIVE,PLATELETS,16-11-2017,16-11-2017,22-11-2017
2017-2018,9809PR,Issued,B,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9810PR,Issued,A,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9812PR,Issued,O,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9812PR,Issued,O,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9812PT,Issued,O,POSITIVE,PLATELETS,16-11-2017,16-11-2017,22-11-2017
2017-2018,9813PR,Issued,A,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9816PR,Issued,B,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9817PR,Issued,O,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9818PR,Issued,A,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9819PR,Issued,A,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9819PR,Issued,A,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9819PT,Issued,A,POSITIVE,PLATELETS,16-11-2017,16-11-2017,22-11-2017
2017-2018,9820PR,Issued,B,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9820PR,Issued,B,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9822PR,Issued,A,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9822PT,Issued,A,POSITIVE,PLATELETS,16-11-2017,16-11-2017,22-11-2017
2017-2018,9823PR,Issued,B,NEGATIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9825PR,Issued,B,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9826PR,Issued,A,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9826PR,Issued,A,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9827PR,Issued,AB,NEGATIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9828PT,Issued,O,POSITIVE,PLATELETS,16-11-2017,16-11-2017,22-11-2017
2017-2018,9829PR,Issued,B,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9829PR,Issued,B,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9829PR,Issued,B,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9830PR,Issued,O,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9831PT,Issued,A,POSITIVE,PLATELETS,16-11-2017,16-11-2017,22-11-2017
2017-2018,9832PT,Issued,AB,POSITIVE,PLATELETS,16-11-2017,16-11-2017,22-11-2017
2017-2018,9832PR,Issued,AB,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9833PT,Issued,O,POSITIVE,PLATELETS,16-11-2017,16-11-2017,22-11-2017
2017-2018,9834PR,Issued,O,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9834PT,Issued,O,POSITIVE,PLATELETS,16-11-2017,16-11-2017,22-11-2017
2017-2018,9835PR,Issued,B,POSITIVE,PACKED RED CELLS,16-11-2017,23-11-2017,27-12-2017
2017-2018,9841PR,Issued,B,POSITIVE,PACKED RED CELLS,17-11-2017,24-11-2017,28-12-2017
2017-2018,9842PR,Issued,O,POSITIVE,PACKED RED CELLS,17-11-2017,24-11-2017,28-12-2017
2017-2018,9847PR,Issued,O,POSITIVE,PACKED RED CELLS,17-11-2017,24-11-2017,28-12-2017
2017-2018,9849PR,Issued,O,POSITIVE,PACKED RED CELLS,17-11-2017,24-11-2017,28-12-2017
2017-2018,9849PR,Issued,O,POSITIVE,PACKED RED CELLS,17-11-2017,24-11-2017,28-12-2017
2017-2018,9850PR,Issued,O,POSITIVE,PACKED RED CELLS,17-11-2017,24-11-2017,28-12-2017
2017-2018,9854PR,Issued,A,POSITIVE,PACKED RED CELLS,17-11-2017,24-11-2017,28-12-2017
2017-2018,9855PR,Issued,A,POSITIVE,PACKED RED CELLS,17-11-2017,24-11-2017,28-12-2017
2017-2018,9858PR,Issued,O,POSITIVE,PACKED RED CELLS,17-11-2017,24-11-2017,28-12-2017
2017-2018,9859PR,Issued,O,POSITIVE,PACKED RED CELLS,17-11-2017,24-11-2017,28-12-2017
2017-2018,9860PR,Issued,O,POSITIVE,PACKED RED CELLS,17-11-2017,24-11-2017,28-12-2017
2017-2018,9862PR,Issued,O,POSITIVE,PACKED RED CELLS,17-11-2017,24-11-2017,28-12-2017
2017-2018,9863PR,Issued,O,POSITIVE,PACKED RED CELLS,17-11-2017,24-11-2017,28-12-2017
2017-2018,9864PR,Issued,B,POSITIVE,PACKED RED CELLS,17-11-2017,24-11-2017,28-12-2017
2017-2018,9866PR,Issued,O,POSITIVE,PACKED RED CELLS,17-11-2017,24-11-2017,28-12-2017
2017-2018,9868PR,Issued,O,POSITIVE,PACKED RED CELLS,17-11-2017,24-11-2017,28-12-2017
2017-2018,9871PR,Issued,B,NEGATIVE,PACKED RED CELLS,17-11-2017,24-11-2017,28-12-2017
2017-2018,9872PR,Issued,A,POSITIVE,PACKED RED CELLS,17-11-2017,24-11-2017,28-12-2017
2017-2018,9876PR,Issued,O,POSITIVE,PACKED RED CELLS,17-11-2017,24-11-2017,28-12-2017
2017-2018,9879PR,Issued,B,POSITIVE,PACKED RED CELLS,17-11-2017,24-11-2017,28-12-2017
2017-2018,9881PR,Issued,A,POSITIVE,PACKED RED CELLS,17-11-2017,24-11-2017,28-12-2017
2017-2018,9882PR,Issued,O,POSITIVE,PACKED RED CELLS,17-11-2017,24-11-2017,28-12-2017
2017-2018,9884PR,Issued,O,POSITIVE,PACKED RED CELLS,17-11-2017,24-11-2017,28-12-2017
2017-2018,9885PR,Issued,B,POSITIVE,PACKED RED CELLS,17-11-2017,24-11-2017,28-12-2017
2017-2018,9886,Issued,O,POSITIVE,WHOLE BLOOD,16-11-2017,26-11-2017,20-12-2017
2017-2018,9887PR,Issued,O,POSITIVE,PACKED RED CELLS,17-11-2017,24-11-2017,28-12-2017
2017-2018,9889PR,Issued,B,POSITIVE,PACKED RED CELLS,17-11-2017,24-11-2017,28-12-2017
2017-2018,9890PR,Issued,O,POSITIVE,PACKED RED CELLS,17-11-2017,24-11-2017,28-12-2017
2017-2018,9892PR,Issued,AB,POSITIVE,PACKED RED CELLS,17-11-2017,24-11-2017,28-12-2017
2017-2018,9898PT,Issued,A,POSITIVE,PLATELETS,18-11-2017,18-11-2017,24-11-2017
2017-2018,9899PR,Issued,O,POSITIVE,PACKED RED CELLS,18-11-2017,25-11-2017,29-12-2017
2017-2018,9899PR,Issued,O,POSITIVE,PACKED RED CELLS,18-11-2017,25-11-2017,29-12-2017
2017-2018,9901PT,Issued,A,POSITIVE,PLATELETS,18-11-2017,18-11-2017,24-11-2017
2017-2018,9902PR,Issued,B,POSITIVE,PACKED RED CELLS,18-11-2017,25-11-2017,29-12-2017
2017-2018,9902PT,Issued,B,POSITIVE,PLATELETS,20-11-2017,20-11-2017,24-11-2017
2017-2018,9903PR,Issued,O,POSITIVE,PACKED RED CELLS,18-11-2017,25-11-2017,29-12-2017
2017-2018,9905PR,Issued,A,POSITIVE,PACKED RED CELLS,18-11-2017,25-11-2017,29-12-2017
2017-2018,9906PR,Issued,B,POSITIVE,PACKED RED CELLS,18-11-2017,25-11-2017,29-12-2017
2017-2018,9907PR,Issued,B,POSITIVE,PACKED RED CELLS,18-11-2017,25-11-2017,29-12-2017
2017-2018,9907PT,Issued,B,POSITIVE,PLATELETS,18-11-2017,18-11-2017,24-11-2017
2017-2018,9909PR,Issued,AB,POSITIVE,PACKED RED CELLS,18-11-2017,25-11-2017,29-12-2017
2017-2018,9910PR,Issued,O,POSITIVE,PACKED RED CELLS,18-11-2017,25-11-2017,29-12-2017
2017-2018,9916PR,Issued,B,POSITIVE,PACKED RED CELLS,18-11-2017,25-11-2017,29-12-2017
2017-2018,9918PT,Issued,B,POSITIVE,PLATELETS,21-11-2017,21-11-2017,24-11-2017
2017-2018,9918PR,Issued,B,POSITIVE,PACKED RED CELLS,18-11-2017,25-11-2017,29-12-2017
2017-2018,9919PT,Issued,A,POSITIVE,PLATELETS,18-11-2017,18-11-2017,24-11-2017
2017-2018,9922PT,Issued,B,POSITIVE,PLATELETS,21-11-2017,21-11-2017,24-11-2017
2017-2018,9923PT,Issued,B,POSITIVE,PLATELETS,21-11-2017,21-11-2017,24-11-2017
2017-2018,9923PR,Issued,B,POSITIVE,PACKED RED CELLS,18-11-2017,25-11-2017,29-12-2017
2017-2018,9924PR,Issued,A,POSITIVE,PACKED RED CELLS,18-11-2017,25-11-2017,29-12-2017
2017-2018,9925PR,Issued,O,POSITIVE,PACKED RED CELLS,18-11-2017,25-11-2017,29-12-2017
2017-2018,9925PR,Issued,O,POSITIVE,PACKED RED CELLS,18-11-2017,25-11-2017,29-12-2017
2017-2018,9926PR,Issued,O,POSITIVE,PACKED RED CELLS,18-11-2017,25-11-2017,29-12-2017
2017-2018,9927PT,Issued,B,POSITIVE,PLATELETS,21-11-2017,21-11-2017,24-11-2017
2017-2018,9928PR,Issued,A,POSITIVE,PACKED RED CELLS,18-11-2017,25-11-2017,29-12-2017
2017-2018,9929PR,Issued,O,POSITIVE,PACKED RED CELLS,18-11-2017,25-11-2017,29-12-2017
2017-2018,9929PR,Issued,O,POSITIVE,PACKED RED CELLS,18-11-2017,25-11-2017,29-12-2017
2017-2018,9930PT,Issued,B,NEGATIVE,PLATELETS,21-11-2017,21-11-2017,27-11-2017
2017-2018,9932PR,Issued,A,POSITIVE,PACKED RED CELLS,18-11-2017,25-11-2017,29-12-2017
2017-2018,9932PT,Issued,A,POSITIVE,PLATELETS,18-11-2017,18-11-2017,24-11-2017
2017-2018,9933PT,Issued,O,POSITIVE,PLATELETS,18-11-2017,18-11-2017,24-11-2017
2017-2018,9935PR,Issued,AB,POSITIVE,PACKED RED CELLS,18-11-2017,25-11-2017,29-12-2017
2017-2018,9936PR,Issued,O,POSITIVE,PACKED RED CELLS,20-11-2017,27-11-2017,31-12-2017
2017-2018,9936PT,Issued,O,POSITIVE,PLATELETS,20-11-2017,20-11-2017,26-11-2017
2017-2018,9937PR,Issued,B,POSITIVE,PACKED RED CELLS,21-11-2017,28-11-2017,01-01-2018
2017-2018,9937PT,Issued,B,POSITIVE,PLATELETS,21-11-2017,21-11-2017,27-11-2017
2017-2018,9938PR,Issued,A,POSITIVE,PACKED RED CELLS,21-11-2017,28-11-2017,01-01-2018
2017-2018,9939PR,Issued,B,NEGATIVE,PACKED RED CELLS,21-11-2017,28-11-2017,01-01-2018
2017-2018,9940PR,Issued,O,POSITIVE,PACKED RED CELLS,21-11-2017,28-11-2017,01-01-2018
2017-2018,9940PT,Issued,O,POSITIVE,PLATELETS,21-11-2017,21-11-2017,27-11-2017
2017-2018,9941PR,Issued,A,POSITIVE,PACKED RED CELLS,21-11-2017,28-11-2017,01-01-2018
2017-2018,9942PR,Issued,A,POSITIVE,PACKED RED CELLS,21-11-2017,28-11-2017,01-01-2018
2017-2018,9943PR,Issued,O,POSITIVE,PACKED RED CELLS,21-11-2017,28-11-2017,01-01-2018
2017-2018,9944PR,Issued,O,POSITIVE,PACKED RED CELLS,21-11-2017,28-11-2017,01-01-2018
2017-2018,9945PT,Issued,O,POSITIVE,PLATELETS,21-11-2017,21-11-2017,27-11-2017
2017-2018,9945PR,Issued,O,POSITIVE,PACKED RED CELLS,21-11-2017,28-11-2017,01-01-2018
2017-2018,9947PT,Issued,B,POSITIVE,PLATELETS,21-11-2017,21-11-2017,27-11-2017
2017-2018,9948PR,Issued,B,POSITIVE,PACKED RED CELLS,21-11-2017,28-11-2017,01-01-2018
2017-2018,9949PR,Issued,O,POSITIVE,PACKED RED CELLS,21-11-2017,28-11-2017,01-01-2018
2017-2018,9950PR,Issued,AB,POSITIVE,PACKED RED CELLS,21-11-2017,28-11-2017,01-01-2018
2017-2018,9952PT,Issued,B,POSITIVE,PLATELETS,22-11-2017,22-11-2017,28-11-2017
2017-2018,9952PR,Issued,B,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9953PT,Issued,B,POSITIVE,PLATELETS,22-11-2017,22-11-2017,28-11-2017
2017-2018,9954PR,Issued,O,NEGATIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9954PR,Issued,O,NEGATIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9954PR,Issued,O,NEGATIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9954PR,Issued,O,NEGATIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9955PR,Issued,AB,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9956PT,Issued,O,POSITIVE,PLATELETS,22-11-2017,22-11-2017,28-11-2017
2017-2018,9957PT,Issued,O,POSITIVE,PLATELETS,22-11-2017,22-11-2017,28-11-2017
2017-2018,9957PR,Issued,O,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9958PR,Issued,A,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9958PR,Issued,A,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9958PR,Issued,A,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9960PR,Issued,A,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9960PR,Issued,A,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9960PR,Issued,A,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9961PR,Issued,A,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9963PR,Issued,B,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9963PR,Issued,B,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9964PR,Issued,O,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9964PR,Issued,O,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9965PR,Issued,A,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9965PR,Issued,A,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9966PR,Issued,A,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9967PR,Issued,A,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9968PR,Issued,O,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9968PR,Issued,O,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9968PT,Issued,O,POSITIVE,PLATELETS,22-11-2017,22-11-2017,28-11-2017
2017-2018,9969PR,Issued,A,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9970PR,Issued,B,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9971PR,Issued,B,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9972PR,Issued,B,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9973PR,Issued,O,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9975PT,Issued,O,POSITIVE,PLATELETS,22-11-2017,22-11-2017,28-11-2017
2017-2018,9978PT,Issued,O,POSITIVE,PLATELETS,22-11-2017,22-11-2017,28-11-2017
2017-2018,9978PR,Issued,O,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9979PR,Issued,A,NEGATIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9980PR,Issued,O,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9980PT,Issued,O,POSITIVE,PLATELETS,22-11-2017,22-11-2017,28-11-2017
2017-2018,9981PR,Issued,B,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9983PT,Issued,O,POSITIVE,PLATELETS,22-11-2017,22-11-2017,28-11-2017
2017-2018,9984PR,Issued,O,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9985PR,Issued,B,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9985PR,Issued,B,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9986PR,Issued,A,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9986PT,Issued,A,POSITIVE,PLATELETS,22-11-2017,22-11-2017,28-11-2017
2017-2018,9987PR,Issued,O,NEGATIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9987PR,Issued,O,NEGATIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9988PR,Issued,B,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9988PR,Issued,B,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9989PR,Issued,O,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9989PT,Issued,O,POSITIVE,PLATELETS,22-11-2017,22-11-2017,28-11-2017
2017-2018,9990PR,Issued,O,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9991PR,Issued,A,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9992PR,Issued,A,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9993PR,Issued,A,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9993PR,Issued,A,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9993PR,Issued,A,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,9993PT,Issued,A,POSITIVE,PLATELETS,22-11-2017,22-11-2017,28-11-2017
2017-2018,9994PT,Issued,O,POSITIVE,PLATELETS,22-11-2017,22-11-2017,28-11-2017
2017-2018,9995PT,Issued,A,POSITIVE,PLATELETS,22-11-2017,22-11-2017,28-11-2017
2017-2018,9998PT,Issued,O,POSITIVE,PLATELETS,22-11-2017,22-11-2017,28-11-2017
2017-2018,9999PR,Issued,B,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,10000PR,Issued,AB,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,10000PR,Issued,AB,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,10000PT,Issued,AB,POSITIVE,PLATELETS,22-11-2017,22-11-2017,28-11-2017
2017-2018,10002PR,Issued,A,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,10004PR,Issued,A,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,10004PT,Issued,A,POSITIVE,PLATELETS,23-11-2017,23-11-2017,28-11-2017
2017-2018,10005PR,Issued,B,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,10006PT,Issued,A,POSITIVE,PLATELETS,22-11-2017,22-11-2017,28-11-2017
2017-2018,10007PR,Issued,O,POSITIVE,PACKED RED CELLS,22-11-2017,29-11-2017,02-01-2018
2017-2018,10007PT,Issued,O,POSITIVE,PLATELETS,22-11-2017,22-11-2017,28-11-2017
2017-2018,10009PR,Issued,A,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,02-01-2018
2017-2018,10009PR,Issued,A,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,02-01-2018
2017-2018,10010PT,Issued,A,POSITIVE,PLATELETS,23-11-2017,23-11-2017,28-11-2017
2017-2018,10011PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10012PR,Issued,A,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10013PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10015PR,Issued,AB,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10016PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10017PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10017PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10017PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10017PT,Issued,O,POSITIVE,PLATELETS,23-11-2017,23-11-2017,29-11-2017
2017-2018,10018PT,Issued,AB,POSITIVE,PLATELETS,23-11-2017,23-11-2017,29-11-2017
2017-2018,10018PR,Issued,AB,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10018PR,Issued,AB,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10018PR,Issued,AB,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10019PR,Issued,B,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10019PR,Issued,B,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10020PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10020PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10020PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10020PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10021PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10021PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10021PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10021PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10021PT,Issued,O,POSITIVE,PLATELETS,23-11-2017,23-11-2017,29-11-2017
2017-2018,10022PR,Issued,AB,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10022PR,Issued,AB,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10022PT,Issued,AB,POSITIVE,PLATELETS,23-11-2017,23-11-2017,29-11-2017
2017-2018,10024PR,Issued,AB,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10024PT,Issued,AB,POSITIVE,PLATELETS,23-11-2017,23-11-2017,29-11-2017
2017-2018,10025PR,Issued,A,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10026PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10027PR,Issued,B,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
2017-2018,10028PR,Issued,O,POSITIVE,PACKED RED CELLS,23-11-2017,30-11-2017,03-01-2018
